id,theme
"Que diras-tu ce soir, pauvre âme solitaire,|Que diras-tu, mon cœur, cœur autrefois flétri,|A la très belle, à la très bonne, à la très chère,|Dont le regard divin t'a soudain refleuri?|Nous mettrons notre orgueil à chanter ses louanges :|Rien ne vaut la douceur de son autorité|Sa chair spirituelle a le parfum des Anges|Et son œil nous revêt d'un habit de clarté.|Que ce soit dans la nuit et dans la solitude|Que ce soit dans la rue et dans la multitude|Son fantôme dans l'air danse comme un flambeau.|Parfois il parle et dit: «Je suis belle, et j'ordonne|Que pour l'amour de moi vous n'aimiez que le Beau ;|Je suis l'Ange gardien, la Muse et la Madone.»",Beauté
"Ce soir, la lune rêve avec plus de paresse;|Ainsi qu'une beauté, sur de nombreux coussins,|Qui d'une main distraite et légère caresse,|Avant de s'endormir, le contour de ses seins,|Sur le dos satiné des molles avalanches,|Mourante, elle se livre aux longues pâmoisons,|Et promène ses yeux sur les visions blanches|Qui montent dans l'azur comme des floraisons.|Quand parfois sur ce globe, en sa langueur oisive,|Elle laisse filer une larme furtive,|Un poète pieux, ennemi du sommeil,|Dans le creux de sa main prend cette larme pâle,|Aux reflets irisés comme un fragment d'opale,|Et la met dans son cœur loin des yeux du soleil.",Beauté
"Une nuit que j'étais près d'une affreuse Juive,|Comme au long d'un cadavre un cadavre étendu,|Je me pris à songer près de ce corps vendu|A la triste beauté dont mon désir se prive.|Je me représentai sa majesté native,|Son regard de vigueur et de grâces armé,|Ses cheveux qui lui font un casque parfumé,|Et dont le souvenir pour l'amour me ravive.|Car j'eusse avec ferveur baisé ton noble corps,|Et depuis tes pieds frais jusqu'à tes noires tresses|Déroulé le trésor des profondes caresses,|Si, quelque soir, d'un pleur obtenu sans effort|Tu pouvais seulement, ô reine des cruelles!|Obscurcir la splendeur de tes froides prunelles.",Beauté
"Une salle avec du feu, des bougies,|Des soupers toujours servis, des guitares,|Des fleurets, des fleurs, tous les tabacs rares,|Où l’on causerait pourtant sans orgies.|Au printemps lilas, roses et muguets,|En été jasmins, œillets et tilleuls|Rempliraient la nuit du grand parc où, seuls|Parfois, les rêveurs fuiraient les bruits gais.|Les hommes seraient tous de bonne race,|Dompteurs familiers des Muses hautaines,|Et les femmes, sans cancans et sans haines,|Illumineraient les soirs de leur grâce.|Et l’on songerait, parmi ces parfums|De bras, d’éventails, de fleurs, de peignoirs,|De fins cheveux blonds, de lourds cheveux noirs,|Aux pays lointains, aux siècles défunts.",Beauté
"Au bord du chemin, contre un églantier,|Suivant du regard le beau cavalier|Qui vient de partir, Elle se repose,|Fille de seize ans, rose, en robe rose.|Et l’Autre est debout, fringante. En ses yeux|Brillent les éclairs d’un rêve orgueilleux...|Diane mondaine à la fière allure,|Corps souple, front blanc, noire chevelure.|Tandis que sa blonde amie en rêvant|Écoute les sons qu’apporte le vent,|Bruits sourds de galop, sons lointains de trompe,|Diane se dit: «Rosette se trompe.|Quand Il est parti tout pâle d’émoi,|Son dernier regard n’était que pour moi.»",Beauté
"Dans notre vie âcre et fiévreuse|Ta splendeur étrange apparaît,|Phare altier sur la côte affreuse;|Et te voir est joie et regret.|Car notre âme que l’ennui creuse|Cède enivrée à ton attrait,|Et te voudrait la reine heureuse|D’un monde qui t’adorerait.|Mais tes yeux disent, Sidonie,|Dans leur lumineuse ironie|Leur mélancolique fierté,|Qu’à ton front, d’où l’or fin rayonne,|Il suffit d’avoir la couronne|De l’idéale royauté.",Beauté
"Je voudrais, en groupant des souvenirs divers,|Imiter le concert de vos grâces mystiques.|J’y vois, par un soir d’or où valsent les moustiques,|La libellule bleue effleurant les joncs verts;|J’y vois la brune amie à qui rêvait en vers|Celui qui fit le doux cantique des cantiques;|J’y vois ces yeux qui, dans des tableaux encaustiques,|Sont, depuis Cléopâtre, encore grands ouverts.|Mais, l’opulent contour de l’épaule ivoirine,|La courbe des trésors jumeaux de la poitrine,|Font contraste à ce frêle aspect aérien;|Et, sur le charme pris aux splendeurs anciennes,|La jeunesse vivante a répandu les siennes|Auprès de qui cantique ou tableau ne sont rien.",Beauté
"Les saphirs durs et froids, voilés par la buée|De l’orgueilleuse chair, ressemblent à ces yeux|D’où jaillissent de bleus rayons silencieux,|Inquiétants éclairs d’un soir chaud, sans nuée.|Couvrant le front, comme au hasard distribuée,|La chevelure flotte en tourbillons soyeux.|La bouche reste grave et sans moue, aimant mieux|S’ouvrir un peu, de sa fraîcheur infatuée.|Cette bouche immuable et ces cheveux châtains,|Ces yeux, suivant dans l’air d’invisibles lutins,|Ont l’implacable attrait du masque de la Fable.|Mais non; car dans ces traits placides rien ne ment;|Et parfois ce regard révèle, en un moment,|La vérité suprême, absolue, ineffable.",Beauté
"Tes yeux, impassibles sondeurs|D’une mer polaire idéale,|S’éclairent parfois des splendeurs|Du rire, aurore boréale.|Ta chevelure, en ces odeurs|Fines et chaudes qu’elle exhale,|Fait rêver aux tigres rôdeurs|D’une clairière tropicale.|Ton âme a ces aspects divers:|Froideur sereine des hivers,|Douceur trompeuse de la fauve.|Glacé de froid, ou déchiré|À belles dents, moi, je mourrai|À moins que ton cœur ne me sauve.",Beauté
"Bien que Parisienne en tous points, vous avez|Conservé dans votre être un parfum bucolique,|Legs immatériel des poëmes rêvés|Par votre mère; ainsi votre forme s’explique.|En effet, votre voix a des sons dérivés|Du parler berrichon lent et mélancolique,|Et tous vos mouvements, que j’ai bien observés,|Me font penser à Ruth, la glaneuse biblique.|De vous s’échappe un vague arome de foins mûrs.|Comme ceux des lézards qui dorment sur les murs,|Vos yeux pleins de soleil sont prêts à toute alerte,|Et, par bonté pour ceux que ces yeux ont touchés,|Sous des aspects mondains et roués, vous cachez|Que vous n’aimez au fond que la campagne verte.",Beauté
"Orner le monde avec son corps, avec son âme,|Être aussi beau qu’on peut dans nos sombres milieux,|Dire haut ce qu’on rêve et qu’on aime le mieux,|C’est le devoir, pour tout homme et pour toute femme.|Les gens déshérités du ciel, qui n’ont ni flamme|Sous le front, ni rayons attirants dans les yeux,|S’effarant de tes bonds, lion insoucieux,|T’en voulaient. Mais le vent moqueur a pris leur blâme.|La splendeur de ta vie et tes vers scintillants|Te défendent, ainsi que les treize volants|Gardent rose, dans leurs froufrous, ta Moribonde.|Elle et toi, jeunes, beaux, pour ceux qui t’auront lu|Vous vivrez. C’est le prix de quiconque a voulu|Avec son corps, avec son âme orner le monde.",Beauté
"C'est un vallon sauvage abrité de l’Euxin;|Au-dessus de la source un noir laurier se penche,|Et la Nymphe, riant, suspendue à la branche,|Frôle d’un pied craintif l’eau froide du bassin.|Ses compagnes, d’un bond, à l’appel du buccin,|Dans l’onde jaillissante où s’ébat leur chair blanche,|Plongent, et de l’écume émergent une hanche,|De clairs cheveux, un torse ou la rose d’un sein.|Une gaîté divine emplit le grand bois sombre.|Mais deux yeux, brusquement, ont illuminé l’ombre.|Le Satyre!… Son rire épouvante leurs jeux;|Elle s’élancent. Tel, lorsqu’un corbeau sinistre|Croasse, sur le fleuve éperdument neigeux|S’effarouche le vol des cygnes du Caÿstre.",Beauté
"Beauté des femmes, leur faiblesse, et ces mains pâles|Qui font souvent le bien et peuvent tout le mal.|Et ces yeux, où plus rien ne reste d’animal|Que juste assez pour dire: «assez» aux fureurs mâles|Et toujours, maternelle endormeuse des râles,|Même quand elle ment, cette voix! Matinal|Appel, ou chant bien doux à vêpre, ou frais signal,|Ou beau sanglot qui va mourir au pli des châles…|Hommes durs! Vie atroce et laide d’ici-bas!|Ah! que du moins, loin des baisers et des combats,|Quelque chose demeure un peu sur la montagne,|Quelque chose du cœur enfantin et subtil,|Bonté, respect! Car qu’est-ce qui nous accompagne,|Et vraiment, quand la mort viendra, que reste-t-il?",Beauté
"Sa tête fine dans sa main toute petite,|Elle écoute le chant des cascades lointaines,|Et dans la plainte langoureuse des fontaines,|Perçoit comme un écho béni du nom de Tite.|Elle a fermé ses yeux divins de clématite|Pour bien leur peindre, au cœur des batailles hautaines,|Son doux héros, le mieux aimant des capitaines,|Et, Juive, elle se sent au pouvoir d’Aphrodite.|Alors un grand souci la prend d’être amoureuse,|Car dans Rome une loi bannit, barbare, affreuse,|Du trône impérial toute femme étrangère.|Et sous le noir chagrin dont sanglote son âme,|Entre les bras de sa servante la plus chère,|La reine, hélas! défaille et tendrement se pâme.",Beauté
"Comme d’un cercueil vert en fer-blanc, une tête|De femme à cheveux bruns fortement pommadés|D’une vieille baignoire émerge, lente et bête,|Montrant des déficits assez mal ravaudés;|Puis le col gras et gris, les larges omoplates|Qui saillent; le dos court qui rentre et qui ressort.|— La graisse sous la peau paraît en feuilles plates;|Et les rondeurs des reins semblent prendre l’essor…|L’échine est un peu rouge, et le tout sent un goût|Horrible étrangement, — on remarque surtout|Des singularités qu’il faut voir à la loupe…|Les reins portent deux mots gravés: Clara Vénus;|Et tout ce corps remue et tend sa large croupe|Belle hideusement d’un ulcère à l’anus.",Beauté
"Nos fesses ne sont pas les leurs. Souvent j’ai vu|Des gens déboutonnés derrière quelque haie,|Et, dans ces bains sans gêne où l’enfance s’égaie,|J’observais le plan et l’effet de notre cul.|Plus ferme, blême en bien des cas, il est pourvu|De méplats évidents que tapisse la claie|Des poils; pour elles, c’est seulement dans la raie|Charmante que fleurit le long satin touffu.|Une ingéniosité touchante et merveilleuse|Comme l’on ne voit qu’aux anges des saints tableaux|Imite la joue où le sourire se creuse.|Oh! de même être nus, chercher joie et repos,|Le front tourné vers sa portion glorieuse,|Et libres tous les deux murmurer des sanglots?",Beauté
"Quand les heures pour vous prolongeant la sieste,|Toutes, d’un vol égal et d’un front différent,|Sur vos yeux demi-clos qu’elles vont effleurant,|Bercent de leurs pieds frais l’oisiveté céleste,|Elles marchent pour nous, et leur bande au pied leste,|Dans le premier repos, dès l’aube, nous surprend,|Pousse du pied les vieux et les jeunes du geste,|Sur les coureurs tombés passe comme un torrent;|Esclaves surmenés des heures trop rapides,|Nous mourrons n’ayant fait que nous donner des rides,|Car le beau sous nos fronts demeure inexprimé.|Mais vous, votre art consiste à vous laisser éclore,|Vous qui même en dormant accomplissez encore|Votre beauté, chef-d’œuvre ignorant, mais aimé.",Beauté
"En ces temps où le corps éclôt pour s’avilir,|Où des races le sang fatigué dégénère,|Tu nous épargneras, Suzanne, enfant prospère,|De voir en toi la fleur du genre humain pâlir.|Deux artistes puissants sont jaloux d’embellir|En toi l’âme immortelle et l’argile éphémère:|Le dieu de la nature et celui de ta mère;|L’un travaille à t’orner, et l’autre à t’ennoblir.|L’enfant de Bethléem façonne à sa caresse|Ta grâce, où cependant des enfants de la Grèce|Sourit encore aux yeux le modèle invaincu.|Et par cette alliance ingénument profonde,|Dans une même femme auront un jour vécu|L’un et l’autre idéal qui divise le monde.",Beauté
"On a dit qu’une vierge à la parure d’or|Sur l’épaule des flots vint de Cypre à Cythère,|Et que ses pieds polis, en caressant la terre,|À chacun de ses pas laissèrent un trésor.|L’oiseau vermeil, qui chante en prenant son essor,|Emplit d’enchantements la forêt solitaire,|Et les ruisseaux glacés où l’on se désaltère,|Sentirent dans leurs flots plus de fraîcheur encor.|La fleur s’ouvrit plus pure aux baisers de la brise,|Et sous les myrtes verts, la vierge plus éprise|Releva dans ses bras son amant à genoux.|De même quand plus tard, autre Anadyomène,|La Renaissance vint, et rayonna sur nous,|Toute chose fleurit au fond de l’âme humaine.",Beauté
"Quand les trois déités à la charmante voix|Aux pieds du blond Pâris mirent leur jalousie,|Pallas dit à l’enfant: Si ton cœur m’a choisie,|Je te réserverai de terribles exploits.|Junon leva la tête, et lui dit: Sous tes lois|Je mettrai, si tu veux, les trônes de l’Asie,|Et tu dérouleras ta riche fantaisie|Sur les fronts inclinés des peuples et des rois.|Mais celle devant qui pâlissent les étoiles|Inexorablement détacha ses longs voiles|Et montra les splendeurs sereines de son corps.|Et toi lèvre éloquente, ô raison précieuse,|Ô Beauté, vision faite de purs accords,|Tu le persuadas, grande silencieuse!",Beauté
"Les Princesses, miroir des cieux riants, trésor|Des âges, sont pour nous au monde revenues;|Et quand l’Artiste en pleurs, qui les a seul connues,|Leur ordonne de naître et de revivre encor,|On revoit dans un riche et fabuleux décor|Des meurtres, des amours, des lèvres ingénues,|Des vêtements ouverts montrant des jambes nues,|Du sang et de la pourpre et des agrafes d’or.|Et les Princesses, dont les siècles sont avares,|Triomphent de nouveau sous des étoffes rares:|On voit les clairs rubis sur leurs bras s’allumer,|Les chevelures sur leurs fronts étincelantes|Resplendir, et leurs seins de neige s’animer,|Et leurs lèvres s’ouvrir comme des fleurs sanglantes.",Beauté
"Sous le lourd fleuve d’or qui va le caressant,|Avec ses sombres yeux et sa bouche de rose,|Le visage d’Églé, fait pour l’apothéose,|Apparaît, comme au ciel un astre éblouissant.|Dans sa prunelle en feu rit le désir naissant,|Et du col au talon qui sur le sol se pose,|Sur le torse, où le lys a mis sa neige éclose,|La ligne glorieuse et tranquille descend.|Toute troublée encor par le songe nocturne,|Églé lève ses bras comme des anses d’urne,|Et prend ses grands cheveux, mêlés par le sommeil.|Un frissonnant rayon de lumière glisse entre|Ses jeunes seins, baisant leur bout rose et vermeil,|Et met dans la clarté la blancheur de son ventre.",Beauté
"À Burgos, dans un coin de l’église déserte,|Un tableau me surprit par son effet puissant:|Un ange, pâle et fier, d’un ciel fauve descend,|À sainte Casilda portant la palme verte.|Pour l’œuvre des bourreaux la vierge découverte|Montre sur sa poitrine, albâtre éblouissant,|À la place des seins, deux ronds couleur de sang,|Distillant un rubis par chaque veine ouverte.|Et les seins déjà morts, beaux lis coupés en fleurs,|Blancs comme les morceaux d’une Vénus de marbre,|Dans un bassin d’argent gisent au pied d’un arbre.|Mais la sainte en extase, oubliant sa douleur,|Comme aux bras d’un amant de volupté se pâme,|Car aux lèvres du Christ elle suspend son âme!",Beauté
"Pour veiner de son front la pâleur délicate,|Le Japon a donné son plus limpide azur;|La blanche porcelaine est d’un blanc bien moins pur|Que son col transparent et ses tempes d’agate;|Dans sa prunelle humide un doux rayon éclate;|Le chant du rossignol près de sa voix est dur,|Et, quand elle se lève à notre ciel obscur,|On dirait de la lune en sa robe d’ouate;|Ses yeux d’argent bruni roulent moelleusement;|Le caprice a taillé son petit nez charmant;|Sa bouche a des rougeurs de pêche et de framboise;|Ses mouvements sont pleins d’une grâce chinoise,|Et près d’elle on respire autour de sa beauté|Quelque chose de doux comme l’odeur du thé.",Beauté
"J’ai perdu ma force et ma vie,|Et mes amis, et ma gaieté;|J’ai perdu jusqu’à la fierté|Qui faisait croire à mon génie.|Quand j’ai connu la Vérité,|J’ai cru que c’était une amie;|Quand je l’ai comprise et sentie,|J’en étais déjà dégoûté.|Et pourtant elle est éternelle,|Et ceux qui se sont passés d’elle|Ici-bas ont tout ignoré.|Dieu parle, il faut qu’on lui réponde.|Le seul bien qui me reste au monde|Est d’avoir quelquefois pleuré.",Mélancolie
"La musique souvent me prend comme une mer !|Vers ma pâle étoile,|Sous un plafond de brume ou dans un vaste éther,|Je mets à la voile ;|La poitrine en avant et les poumons gonflés|Comme de la toile,|J'escalade le dos des flots amoncelés|Que la nuit me voile ;|Je sens vibrer en moi toutes les passions|D'un vaisseau qui souffre ;|Le bon vent, la tempête et ses convulsions|Sur l'immense gouffre|Me bercent.--D'autres fois, calme plat, grand miroir|De mon désespoir !",Mélancolie
"Je suis la pipe d'un auteur;|On voit, à contempler ma mine|D'Abyssienne ou de Cafrine,|Que mon maître est un grand fumeur.|Quand il est comblé de douleur,|Je fume comme la chaumine|Où se prépare la cuisine|Pour le retour du laboureur.|J'enlace et je berce son âme|Dans le réseau mobile et bleu|Qui monte de ma bouche en feu,|Et je roule un puissant dictame|Qui charme son cœur et guérit|De ses fatigues son esprit.",Mélancolie
"« D'où vous vient, disiez-vous, cette tristesse étrange,|Montant comme la mer sur le roc noir et nu? »|Quand notre cœur a fait une fois sa vendange,|Vivre est un mal! C'est un secret de tous connu,|Une douleur très simple et non mystérieuse,|Et, comme votre joie, éclatante pour tous.|Cessez donc de chercher, ô belle curieuse !|Et, bien que votre voix soit douce, taisez-vous !|Taisez-vous, ignorante! âme toujours ravie!|Bouche au rire enfantin! Plus encore que la Vie,|La Mort nous tient souvent par des liens subtils.|Laissez, laissez mon cœur s'enivrer d'un mensonge,|Plonger dans vos beaux yeux comme dans un beau songe,|Et sommeiller longtemps à l'ombre de vos cils!",Mélancolie
"Au bord d’un étang bleu dont l’eau se ride|Sous le vent discret d’une nuit d’été,|Parmi les jasmins, foulant l’herbe humide|Avez-vous jamais, rêveur, écouté|La voix de la vierge émue et timide|Qui furtive, un soir, pour vous a quitté|Le foyer ami — depuis froid et vide —|Où, les parents morts, plus rien n’est resté?|Parfum de poison, volupté cruelle|D’avoir arraché du sol ce lys frêle|Et d’avoir hâté l’œuvre des tombeaux...|Ô destruction de quels âpres charmes|Es-tu donc parée? Et, voilés de larmes,|Pourquoi les yeux clairs en sont-ils plus beaux?",Mélancolie
"Comme un appartement vide aux sales plafonds,|Aux murs nus, écorchés par les clous des peintures,|D’où sont déménagés les meubles, les tentures,|Où le sol est jonché de paille et de chiffons,|Ainsi, dévasté par les destins, noirs bouffons,|Mon esprit s’est rempli d’échos, de clartés dures.|Les tableaux, rêves bleus et douces aventures,|N’ont laissé que leur trace écrite en trous profonds.|Que la pluie et le vent par la fenêtre ouverte|Couvrent de moisissure âcre et de mousse verte|Tous ces débris, horreur des souvenirs aimés!|Qu’en ce délabrement, une nouvelle hôtesse|Ne revienne jamais traîner avec paresse,|Sur de nouveaux tapis, ses peignoirs parfumés!",Mélancolie
"L’immense ennui, ce fils bâtard de la douleur,|En maître est installé dans mon âme et l’habite,|Et moins que la vieillesse affreuse et décrépite,|Cette âme de trente ans a gardé de chaleur.|J’en atteste ces yeux éteints, cette pâleur|Et ce cœur sans amour où plus rien ne palpite;|Je vois mon avenir et je m’y précipite|Ainsi qu’en un désert qui n’a pas une fleur.|Pourtant, vers la saison des brises réchauffées,|La jeunesse parfois me revient par bouffées,|J’aspire un air plus pur, je vois un ciel plus beau.|Mais cette illusion ne m’est pas un présage,|Et l’espoir n’est pour moi qu’un oiseau de passage,|Qui pour faire son nid choisirait un tombeau.",Mélancolie
"Toi que j’ai vu pareil au chêne foudroyé,|Je te retrouve époux, je te retrouve père;|Et sur ce front songeant à la mort qui libère,|Jadis le pistolet pourtant s’est appuyé.|Tu ne peux pas l’avoir tout à fait oublié:|Tu savais comme on souffre et comme on désespère;|Tu portais dans ton sein l’infernale vipère|D’un grand amour trahi, d’un grand espoir broyé.|Sans y trouver l’oubli, tu cherchais les tumultes,|L’orgie et ses chansons, la gloire et ses insultes,|Et les longues clameurs de la mer et du vent.|Qui donc à ta douleur imposa le silence?|O solitaire, il a suffi de la cadence|Que marque le berceau de mon petit enfant.",Mélancolie
"Dans le bouge qu’emplit l’essaim insupportable|Des mouches bourdonnant dans un chaud rayon d’août,|L’ivrogne, un de ceux-là qu’un désespoir absout,|Noyait au fond du vin son rêve détestable.|Stupide, il remuait la bouche avec dégoût,|Ainsi qu’un bœuf repu ruminant dans l’étable.|Près de lui le flacon, renversé sur la table,|Se dégorgeait avec les hoquets d’un égout.|Oh! qu’il est lourd, le poids des têtes accoudées|Où se heurtent sans fin les confuses idées|Avec le bruit tournant du plomb dans le grelot!|Je m’approchai de lui, pressentant quelque drame,|Et vis que dans le vin craché par le goulot|Lentement il traçait du doigt un nom de femme.",Mélancolie
"Je suis le ténébreux, — le veuf, — l’inconsolé,|Le prince d’Aquitaine à la tour abolie:|Ma seule étoile est morte, — et mon luth constellé|Porte le Soleil noir de la Mélancolie.|Dans la nuit du tombeau, toi qui m’as consolé,|Rends-moi le Pausilippe et la mer d’Italie,|La fleur qui plaisait tant à mon cœur désolé,|Et la treille où le pampre à la rose s’allie.|Suis-je Amour ou Phébus?… Lusignan ou Biron?|Mon front est rouge encor du baiser de la reine;|J’ai rêvé dans la grotte où nage la syrène…|Et j’ai deux fois vainqueur traversé l’Achéron:|Modulant tour à tour sur la lyre d’Orphée|Les soupirs de la sainte et les cris de la fée.",Mélancolie
"Le temple est en ruine au haut du promontoire.|Et la Mort a mêlé, dans ce fauve terrain,|Les Déesses de marbre et les Héros d’airain|Dont l’herbe solitaire ensevelit la gloire.|Seul, parfois, un bouvier menant ses buffles boire,|De sa conque où soupire un antique refrain|Emplissant le ciel calme et l’horizon marin,|Sur l’azur infini dresse sa forme noire.|La Terre maternelle et douce aux anciens Dieux,|Fait à chaque printemps, vainement éloquente.|Au chapiteau brisé verdir une autre acanthe;|Mais l’Homme indifférent au rêve des aïeux|Écoute sans frémir, du fond des nuits sereines,|La Mer qui se lamente en pleurant les Sirènes.",Mélancolie
"Je ne viens pas ce soir vaincre ton corps, ô bête,|En qui vont les péchés d’un peuple, ni creuser|Dans tes cheveux impurs une triste tempête|Sous l’incurable ennui que verse mon baiser.|Je demande à ton lit le lourd sommeil sans songes|Planant sous les rideaux inconnus du remords,|Et que tu peux goûter après tes noirs mensonges,|Toi qui sur le néant en sais plus que les morts.|Car le vice, rongeant ma native noblesse,|M’a comme toi marqué de sa stérilité,|Mais tandis que ton sein de pierre est habité|Par un cœur que la dent d’aucun crime ne blesse,|Je fuis, pâle; défait, hanté par mon linceul,|Ayant peur de mourir lorsque je couche seul.",Mélancolie
"Tout enfant, j’allais rêvant Ko-Hinnor,|Somptuosité persane et papale,|Héliogabale et Sardanapale!|Mon désir créait sous des toits en or,|Parmi les parfums, au son des musiques,|Des harems sans fin, paradis physiques!|Aujourd’hui plus calme et non moins ardent,|Mais sachant la vie et qu’il faut qu’on plie,|J’ai dû refréner ma belle folie,|Sans me résigner par trop cependant.|Soit! le grandiose échappe à ma dent,|Mais fi de l’aimable et fi de la lie!|Et je hais toujours la femme jolie!|La rime assonante et l’ami prudent.",Mélancolie
"Ô vous, comme un qui boite au loin, Chagrins et Joies,|Toi, cœur saignant d’hier qui flambes aujourd’hui,|C’est vrai pourtant que c’est fini, que tout a fui|De nos sens, aussi bien les ombres que les proies.|Vieux bonheurs, vieux malheurs, comme une file d’oies|Sur la route en poussière où tous les pieds ont lui,|Bon voyage! Et le Rire, et, plus vielle que lui,|Toi, Tristesse, noyée au vieux noir que tu broies!|Et le reste! — Un doux vide, un grand renoncement,|Quelqu’un en nous qui sent la paix immensément,|Une candeur d’âme d’une fraîcheur délicieuse…|Et voyez! notre cœur qui saignait sous l’orgueil,|Il flambe dans l’amour, et s’en va faire accueil|À la vie, en faveur d’une mort précieuse!",Mélancolie
"Les faux beaux jours ont lui tout le jour, ma pauvre âme,|Et les voici vibrer aux cuivres du couchant.|Ferme les yeux, pauvre âme, et rentre sur-le-champ:|Une tentation des pires. Fuis l’infâme.|Ils ont lui tout le jour en longs grêlons de flamme,|Battant toute vendange aux collines, couchant|Toute moisson de la vallée, et ravageant|Le ciel tout bleu, le ciel chanteur qui te réclame.|Ô pâlis, et va-t’en, lente et joignant les mains.|Si ces hiers allaient manger nos beaux demains?|Si la vieille folie était encore en route?|Ces souvenirs, va-t-il falloir les retuer?|Un assaut furieux, le suprême sans doute!|Ô, va prier contre l’orage, va prier.",Mélancolie
"Et j’ai revu l’enfant unique: il m’a semblé|Que s’ouvrait dans mon cœur la dernière blessure,|Celle dont la douleur plus exquise m’assure|D’une mort désirable en un jour consolé.|La bonne flèche aiguë et sa fraîcheur qui dure!|En ces instants choisis elles ont éveillé|Les rêves un peu lourds du scrupule ennuyé,|Et tout mon sang chrétien chanta la Chanson pure.|J’entends encor, je vois encor! Loi du devoir|Si douce! Enfin je sais ce qu’est entendre et voir,|J’entends, je vois toujours! Voix des bonnes pensées,|Innocence, avenir! Sage et silencieux.|Que je vais vous aimer, vous un instant pressées.|Belles petites mains qui fermerez nos yeux!",Mélancolie
"La tristesse, langueur du corps humain|M’attendrissent, me fléchissent, m’apitoient,|Ah! surtout quand des sommeils noirs le foudroient.|Quand les draps zèbrent la peau, foulent la main!|Et que mièvre dans la fièvre du demain,|Tiède encor du bain de sueur qui décroît,|Comme un oiseau qui grelotte sous un toit!|Et les pieds, toujours douloureux du chemin,|Et le sein, marqué d’un double coup de poing,|Et la bouche, une blessure rouge encor.|Et la chair frémissante, frêle décor,|Et les yeux, les pauvres yeux si beaux où point|La douleur de voir encore du fini!…|Triste corps! Combien faible et combien puni!",Mélancolie
"Je suis l’Empire à la fin de la décadence,|Qui regarde passer les grands Barbares blancs|En composant des acrostiches indolents|D’un style d’or où la langueur du soleil danse.|L’âme seulette a mal au cœur d’un ennui dense,|Là-bas on dit qu’il est de longs combats sanglants.|Ô n’y pouvoir, étant si faible aux vœux si lents,|Ô n’y vouloir fleurir un peu cette existence!|Ô n’y vouloir, ô n’y pouvoir mourir un peu!|Ah! tout est bu! Bathylle, as-tu fini de rire?|Ah! tout est bu, tout est mangé! Plus rien à dire!|Seul un poème un peu niais qu’on jette au feu,|Seul un esclave un peu coureur qui vous néglige,|Seul un ennui d’on ne sait quoi qui vous afflige!",Mélancolie
"Vous m’avez demandé quelques vers sur «Amour».|Ce mien livre, d’émoi cruel et de détresse,|Déjà loin dans mon Œuvre étrange qui se presse|Et dévale, flot plus amer de jour en jour.|Qu’en dire, sinon: «Poor Yorick!» ou mieux «poor|Lelian!» et pauvre âme à tout faire, faiblesse,|Mollesse par des fois et caresse et paresse,|Ou tout à coup partie en guerre comme pour|Tout casser d’un passé si pur, si chastement|Ordonné par la beauté des calmes pensées.|Et pour damner tant d’heures en Dieu dépensées.|Puis il revient, mon Œuvre, las d’un tel ahan,|Pénitent, et tombant à genoux mains dressées...|Priez avec et pour le pauvre Lelian!",Mélancolie
"Et je songe au passé, peut-être à l’avenir,|Peut-être au bonheur même en sa vague promesse,|Au bonheur que promet un reste de jeunesse,|Et qu’un cœur pardonné peut encore obtenir.|Pardonne-lui, Seigneur, et le daigne bénir;|Retiens sa force errante, ou force sa faiblesse,|Pour qu’en toute saison ton souffle égal ne laisse|Ni désir insensé, ni trop cher souvenir.|Qu’il se reprenne à vivre, en espoir de la vie;|Que, sans plus s’enchaîner, il trouve qui l’appuie,|Qui lui rapprenne à voir ce qu’il s’est trop voilé;|Pour que monte toujours, même dans ia tourmente,|Même sous le soleil, dans la saison clémente,|Mon regard pur, fidèle au seul pôle étoile!",Mélancolie
"Rends la sève aux heureux, naïade de Jouvence,|À leurs rapides jours donne un long renouveau;|Retourne pour eux seuls le fatal écheveau|Dont le fil mesuré vers les ciseaux s’avance.|Ceux-là n’ont pas connu le soupir dès l’enfance,|L’austère appel du Vrai, l’altier défi du Beau,|Le tourment d’y répondre et l’attrait du tombeau|Pour le front sans appui, pour le cœur sans défense.|Le ciel lointain des yeux ne leur a pas fait mal;|Ils n’ont connu qu’un proche et clément idéal,|Et les regrets en eux ne sont pas des blessures.|Mais les martyrs du rêve et ceux du souvenir,|Inclinés vers la fosse aux promesses plus sûres,|Craignant tous les amours, n’osent pas rajeunir.",Mélancolie
"Comme la vie est faite, et que le train du monde|Nous pousse aveuglément en des chemins divers;|Pareil au juif maudit, l’un, par tout l’univers,|Promène sans repos sa course vagabonde;|L’autre, vrai docteur Faust, baigné d’ombre profonde,|Auprès de sa croisée étroite, à carreaux verts,|Poursuit de son fauteuil quelques rêves amers,|Et dans l’âme sans fond laisse filer la sonde.|Eh bien! celui qui court sur la terre était né|Pour vivre au coin du feu; le foyer, la famille,|C’était son vœu; mais Dieu ne l’a pas couronné.|Et l’autre, qui n’a vu du ciel que ce qui brille|Par le trou du volet, était le voyageur.|Ils ont passé tous deux à côté du bonheur.",Mélancolie
